ID,Title,AddressLine1,Town,StateOrProvince,Postcode,CountryID,Latitude,Longitude,DistanceUnit,RelatedURL,AccessComments,ContactTelephone1,ContactEmail,AddressLine2,ContactTelephone2
174983,Centro Porsche LAS PALMAS,"C/ Eufemiano Fuentes Cabrera, 3", Las Palmas de Gran Canaria,Las Palmas,35014,210,28.099069542649517,-15.43754947181992,0,http://www.porsche.es,,92 833 82 67,,Miller Bajo,
174982,Centro Porsche GIRONA,C/ De Lingen s/n,Salt ,Girona,17190,210,41.96852089123141,2.7796853464387823,0,http://www.porsche.es,,97 240 28 11,,Polígono Industrial La Maret,
174981,Centro Porsche BILBAO,Crta.Bilbao-San Sebastián km5,Galdacano,Vizcaya,48960,210,43.24458772421468,-2.8799066043309267,0,http://www.porsche.es,,944 745 780  ,,Pgno.Aperribai,
174980,Centro Porsche BARCELONA,"C/ Botánica, 89 ",L’Hospitalet de Llobregat ,Barcelona,08908,210,41.34916638891002,2.1266545004634736,0,http://www.porsche.es,,93 223 82 21,,,
174979,Centro Porsche BALEARES,"Camí dels Reis, 166",Palma de Mallorca,Islas Baleares,07011,210,39.594589806934835,2.636205105199565,0,http://www.porsche.es,,971 00 55 25,,Polígono Son Valenti,
174978,Centro Porsche ASTURIAS,Pol. Industrial Los Peñones s/n,Lugones,Asturias,33420,210,43.39485548582232,-5.81647401249711,0,http://www.porsche.es,,902 20 24 23,,,
174977,Centro Porsche ALICANTE,"Calle Río Turia, 16",Alicante,Alicante,03006,210,38.34659,-0.52295,0,http://www.porsche.es,,96 511 05 33,,,
174976,Centro Porsche A CORUÑA,Avda. das Mariñas 286,Oleiros,A Coruña,15172,210,43.329418957784696,-8.366133814964087,0,http://www.porsche.es,,98 114 55 44,,,
174975,INGETEAM EdRSR (DUO),"Carrer de Sant Joan, 104",Calella,Catalonia,08370,210,41.616544,2.660439,0,,,,,,
174974,Carrer de la Bisbal,"Carrer de la Bisbal, 45",Guissona,Catalonia,25211,210,41.783913,1.287524,0,,,,,,
174973,SELBA EdRDR 1 - ETECNIC,"Carrer de la Sort, 47",Navarcles,Catalonia,08270,210,41.750283152656806,1.90324098435849,0,,,,,,
174965,SELBA EdRSR - ETECNIC,"Carrer Camí de la Garriga, 3",Peralada,Catalonia,,210,42.30902638038549,3.012626588631747,0,,,,,,
174964,LAFON EdRR 1 - ETECNIC,Riera Ginjolers,Roses,Catalonia,17480,210,42.263661,3.179049,0,,,,,,
174910,Parking Public Xavea,Penáguila,Javea,Alicante,,210,38.79544239534985,0.17766109925435103,0,,,,,,
174898,EXPLOTACIONES ACCITANAS,EXPLOTACIONES ACCITANAS,Baza,Andalusia,18800,210,37.50799704169148,-2.737984611282627,0,,,,,,
174745,Rest. El Maragato,"Carretera Madrid - La Coruña, km 326",Astorga,Castile and León,24700,210,42.46513767545417,-6.07357706756261,0,,,,,,
174733,INGETEAM EdRSR 1 - ETECNIC,"Avinguda Onze de Setembre, 5",Constantí,Catalonia,43006,210,41.152482317711815,1.2168339944939817,0,,,,,,
174705,SELBA EdRSR - ETECNIC,Pavelló Municipal Poliesportiu del Garraf,Vilanova i la Geltrú,Catalonia,08800,210,41.23114262076672,1.7302007057287483,0,http://etecnic.es,,,,,
174704,LAFON EdRR -ETECNIC,"carrer dels Escolapis, 34",Vilanova i la Geltrú,Catalonia,08800,210,41.22228785787314,1.7264779458955672,0,http://etecnic.es,,,,,
174582,SELBA EdRSR 1 - ETECNIC,"Avinguda de Catalunya, 68",Alforja,Tarragona,43365,210,41.211433,0.97871,0,,,,,,
174577,Estación de Servicio GLG,"Carr. de León-Astorga, 12",Hospital de Órbigo,León,24286,210,42.46229699886865,-5.868799049820154,0,https://www.iberdrola.es/servicios/vehiculo-electrico/punto-recarga,,900 92 92 93,,,
174568,UAB - INGETEAM EdRSR 1 - ETECNIC,Avinguda de l'Eix Central,Cerdanyola del Vallès,Catalonia,08214,210,41.501502944145074,2.1063465420184,0,,,,,,
174567,UAB - INGETEAM EdRSR 2 - ETECNIC,Avinguda de Serragalliners,Cerdanyola del Vallès,Catalonia,08214,210,41.50386272855735,2.108454905306189,0,,,,,,
174541,E.S. Ballenoil Getafe,"Calle Franklin, 1",Getafe,Madrid,28906,210,40.3027299,-3.696051,0,,,,,,
174537,Carretera de Gijón a Sevilla,Carretera de Gijón a Sevilla,Aldeanueva del Camino,Extremadura,,210,40.26427323326527,-5.9195023297683065,0,,,,,,
174525,Ajuntament d'Aiguaviva,Ajuntament d'Aiguaviva,Aiguaviva,Catalonia,17162,210,41.938406563708725,2.761960891228796,0,http://etecnic.es,,,,,
174521,Gasolinera La Naranja,Carreterra de Churriana 26,Cúllar Vega,Granada,18195,210,37.14850851271417,-3.6628137906681104,0,,,,,,
174519,Grúas Carrillo,Calle Salar,Loja,Andalusia,18300,210,37.1600767642895,-4.124566304481391,0,,,,,,
174511,CIRCUTOR EdRSR 2 - ETECNIC,s/n Calle del Doctor Gortari,Pamplona,Comunidad Foral de Navarra,31012,210,42.8223373710446,-1.6684607499031472,0,http://etecnic.es,,,,,
174510,CIRCUTOR EdRSR1 - ETECNIC,"Calle Víctor Eusa, 1",Pamplona,Comunidad Foral de Navarra,31012,210,42.82978302522335,-1.6689202509726329,0,http://etecnic.es,,,,,
174507,INGETEAM EdRR1 - ETECNIC,Calle Yanguas y Miranda,Pamplona,Comunidad Foral de Navarra,31003,210,42.81185,-1.645529,0,http://etecnic.es,,,,,
174505,SELBA EdRSR 2 ,"Avinguda de Sant Vicenç, 2",Castellbisbal,Catalonia,08755,210,41.47765275652415,1.9822285285617909,0,http://etecnic.es,,,,,
174504,SELBA EdRSR 1,Avinguda de Pau Casals,Castellbisbal,Catalonia,08755,210,41.47626122085603,1.9821853958069369,0,http://etecnic.es,,,,,
174490,E. S. Martí Palau,Carrer d'Anselm Clavé,Palau-solità i Plegamans,Catalonia,08184,210,41.587960357820464,2.1794974157255638,0,,,,,,
174489,Ajuntament de Santa Margarida i Els Monjos,Avinguda de Catalunya,Santa Margarida i els Monjos,Catalonia,08730,210,41.32077727881955,1.6623183041469929,0,,,,,,
174488,Ajuntament d'Orís,Ajuntament d'Orís,Orís,Catalonia,08571,210,42.05818447062089,2.2388167432548016,0,http://etecnic.es,,,,,
174481,INGETEAM EdRSR 1 (DUO),Camí de la Petja,Tortosa,Catalonia,43500,210,40.79500161577437,0.5236816787186171,0,,,,,,
174480,LAFON EdRR 1 - ETECNIC,Carrer Barcelona 221 - 43518 - Tortosa,Tortosa,Catalonia,43518,210,40.79467172449782,0.5256309795581728,0,,,,,,
174477,Punt de recàrrega públic L'Ametlla de Mar,Carrer de Sant Joan,l'Ametlla de Mar,Catalonia,43860,210,40.8856016175686,0.8038702797164206,0,http://etecnic.es,,,,,
174472,La Canonja. Punto de recarga público,Carrer de la Marina,la Canonja,Catalonia,43480,210,41.12255767520017,1.1785952606534238,0,http://etecnic.es,,,,,
174471,Carrer de Banyuls - ETECNIC,Carrer de Banyuls,Espolla,Catalonia,17750,210,42.39151706380309,3.0024984448098166,0,http://etecnic.es,,,,,
174460,La Zenia Boulevard ,,Orihuela ,Alicante,,210,37.927990250189964,-0.736478616653244,0,,,,,,
174459,McDonald's,Fausto Caruana 47,Sagunto,Valencia,,210,39.67226481624073,-0.2518769490260411,0,,,,,,
174458,Centro Comercial Itaroa,,Huarte,Navarra,,210,42.82857197311762,-1.5836859162365045,0,,,,,,
174457,Leroy Merlin,Quintela,Ourense,Ourense,,210,42.354551592928374,-7.905645964713699,0,http://www.leroymerlin.es,Free,,,,
174385,McDonald's,McDonald's,Alcalá de Guadaíra,Andalusia,41016,210,37.37541645721744,-5.90893470088713,0,,,,,,
174384,E.S. Ballenoil,"Plaza P P Industrial Suroeste, 53",Carmona,Sevilla,,210,37.46093498371931,-5.656306625645016,0,,,,,,
174383,Gacosur Utrera,"Calle Ronda de los Torneros, 12",Utrera,Andalusia,,210,37.19829811543403,-5.795365780963948,0,,,,,,
174382,Área de Servicio El Caserío,Autovía de Andalucía,Aguadulce,Andalusia,,210,37.257161415547586,-4.985698511684518,0,,,,,,
174381,SHELL Restaurante El Hacho II,SHELL,La Roda de Andalucía,Andalusia,,210,37.275840084590214,-4.801126188126091,0,,,,,,
174380,AGIP ESPAÑA,AGIP ESPAÑA,El Ejido,Andalusia,04700,210,36.75818079851091,-2.8001333361993375,0,,,,,,
174379,Repsol E.S. San José,Repsol,Antequera,Andalusia,29250,210,37.112512156626835,-4.56692817566659,0,,,,,,
174378,Shell Motril,"Carretera Almeria, 50",Motril,Granada,18600,210,36.737515879429935,-3.5132821358693036,0,,,,,,
174370,Punt de recàrrega Caseres,Avinguda de Catalunya,Caseres,Catalonia,,210,41.04056822949869,0.2504464621514444,0,http://etecnic.es,,,,,
174369,Punt de recàrrega Ulldecona,Comerç,Ulldecona,Catalonia,43550,210,40.596174236475605,0.4494296545449288,0,http://etecnic.es,,,,,
174355,Flix Punt de Recàrrega Públic,Carrer del Mercat,Flix,Catalonia,,210,41.23108852005774,0.5515340065661576,0,http://etecnic.es,,,,,
174353,Punt de recàrrega Badia del Vallés,Avinguda de Burgos,Badia del Vallès,Catalonia,08214,210,41.50792874025964,2.1162112019718506,0,http://etecnic.es,,,,,
174352,Punts de recàrrega l'Espluga de Francolí,Carretera de l'Espluga de Francolí a Poblet T-700,l'Espluga de Francolí,Catalonia,43440,210,41.395214162239654,1.098486733416621,0,http://etecnic.es,,,,,
174286,Torrent 2 - Dir Castellón,GALP,Torrent,Valencian Community,46900,210,39.400693908360466,-0.49169083754497933,0,,,,,,
174285,Torrent 1 - Dir Alicante,AP7 km 519 dirección Alicante,Torrent,Valencia,,210,39.40040314960504,-0.49276932515704175,0,,,,,,
174260,Corbera de Llobregat - ETECNIC,"Carrer Josep Tarradellas, 2",Corbera de Llobregat,Catalonia,08757,210,41.41520780294749,1.9235747118768813,0,http://etecnic.es,,,,,
174254,Febrer Gasolineras. E.E.S.S.,"Camí de Son Rapinya, 30",Palma,Balearic Islands,07013,210,39.58504854884876,2.6189574276334042,0,http://etecnic.es,,,,,
174253,Febrer Gasolineras. E.E.S.S.,"Camí de Son Rapinya, 30",Palma,Balearic Islands,07013,210,39.58504854884876,2.6189574276334042,0,http://etecnic.es,,,,,
174230,Borges Blanques,Passeig del Terrall,Les Borges Blanques,Tarragona,25400,210,41.520052,0.867339,0,http://etecnic.es,,,,,
173245,gasolinera SUR-Oil,C/Loja esq. C/ Guadix,Granada,Granada,,210,37.22698182716937,-3.6409073593816856,0,,,,,poligono de Alborote,
173191,Asador Arraiz,"Arraiz Bidea, 116",Bilbao,Basque Country,48002,210,43.241469742661906,-2.960105565739468,0,,,,,,
173190,Copaboca Tienda,Calle Algarrada 4,Calahorra,Rioja,,210,42.30908633925728,-1.9550563360041906,0,,,,,,
173189,Restaurante Antolín,Calle Roldan,Minaya,Castile-La Mancha,,210,39.2741389789432,-2.325319327113675,0,,,,,"Carretera Madrid-Cartagena, km 195",
173113,Iberdrola Fast charge,56A Poligono Vega,Reinosa,Cantabria,39200,210,42.9943047,-4.1317872,0,,,,,,
173036,Cambrils Jaume I,Rambla de Jaume I,Cambrils,Tarragona,43850,210,41.067193140003155,1.0639182841944148,0,,,,,,
173034,Benzinera BonÀrea,"Carretera Riudoms, Km. 2,2, 43206 Reus",Reus,Tarragona,43206,210,41.1460666227413,1.0848247459681488,0,,"Al costat mateix de la benzinera, 6 places reservades",,,,
172854,EDRR mollerussa,Llorenç Vilaró,Mollerussa,Catalonia,25230,210,41.62491802371471,0.8939996238821095,0,,app evcharge,,,,
172829,Easycharger Manzanares,El Cruce,Manzanares,Castile-La Mancha,13200,210,39.006450327551875,-3.3836378937072595,0,,app easycharger,,,,
172613,Wenea ES Exoil Manises,62 Avenida de Mas de l'Oli,Manises,Valencian Community,46940,210,39.49825352086458,-0.48492970174152106,0,,Use app wenea,,,,
172600,Casa El Quemao,Puente de Villoslada,Villoslada de Cameros,Rioja,,210,42.1124172689951,-2.6723912126647065,0,,,,,,
172589,PRVE Hotel Zodiaco,"Carretera Madrid - Cádiz, km 294",Bailén,Andalusia,23710,210,38.09878683268346,-3.767002395085342,0,,,,,,
172588,PRVE Hotel Mirasierra,Hotel Mirasierra,Santo Tomé del Puerto,Castile and León,,210,41.1881343524735,-3.58361855333726,0,,,,,,
172576,Lasarte,81 Arrapide pasealekua,San Sebastián,Basque Country,20160,210,43.25435663746231,-2.0228802378337605,0,,,,,,
172558,Sarracín 2 - Dir. Madrid,Área de Servicio Sarracín,Sarracín,Castile and León,09620,210,42.24511613691814,-3.7062293099033923,0,,,,,,
172552,E.S. Torquemada,E.S. Torquemada,Torquemada,Castile and León,,210,42.03619213642639,-4.280527307305192,0,,,,,,
172344,EDRR Asador San Ramon,NII-a,Calatayud,Aragon,,210,41.35844896739724,-1.6156342139179287,0,,,,,,
172342,PDR estacion de autobuses,Calle Eras,Calamocha,Aragon,44200,210,40.91430505673205,-1.2967801596093977,0,,,,,,
172341,ES Molina de Aragon,,Cella,Aragon,,210,40.459409332843336,-1.2458304082022096,0,,,,,,
172340,Pdr estacion teruel,Camino de la Estación,Teruel,Aragon,44003,210,40.34100181257105,-1.1088821087269025,0,,,,,,
172338,Pdr Aj.Ademuz,,Ademuz,Valencian Community,46140,210,40.06591086930652,-1.2837524428500728,0,,,,,,
172337,Pdr Piscina benageber,Paseo de la Piscina,Benagéber,Valencian Community,,210,39.706272078524364,-1.1015094744202543,0,,,,,,
172335,PDR marquesina solar villar del arzobispo,Carretera de Villar a La Yesa,Higueruelas,Valencian Community,,210,39.73762989308858,-0.8215488870090439,0,,,,,,
172334,PDR Plaza de la Iglesia,Plaza de la Iglesia,Villar del Arzobispo,Valencian Community,,210,39.73071064220841,-0.825361263672221,0,,,,,,
172003,"Avenida Alcalde Gómez Laguna, 151","Avenida Alcalde Gómez Laguna, 151",Zaragoza,Aragon,50012,210,41.633855856680015,-0.9226168010663969,0,,Junto a la gasolinera.,800760255,,,
171830,"Wenea ""los Maños""",,Albentosa,Aragon,,210,40.114347132349394,-0.7403836762822493,0,,,,,,
171829,Ballenoil EndesaX,Carrer de Watt,Barberà del Vallès,Catalonia,08210,210,41.51571132164702,2.1309671215952903,0,,use app juicepass,,,,
171679,Edrr Torello,,Torelló,Catalonia,08570,210,42.04849249252237,2.2627691997630563,0,,use app evcharge,,,,
171657,McDonalds Soria,Calle del Naranjo 1,Golmayo,Soria,42190,210,41.77314625641176,-2.4997949131841324,0,,,,,,
171656,Ejea de los Caballeros - Cooperativa,"Carretera A-125, km 9 (Parking)",Ejea de los Caballeros,Aragon,,210,42.13215325003341,-1.1625385238218087,0,http://www.electromaps.com ,,,,,
171655,E.S. Rincon de la Barca,Carretera A-230 km 1.8,Caspe,Aragon,50700,210,41.24947773841555,-0.06806961526865507,0,,,,,,
171654,EndesaX Torelló,"Carrer del Pont, 4-6",Torelló,Barcelona,08570,210,42.04897690940592,2.2627167695284243,0,,use app juicepass,,,,
171629,Calle Mayor Alta,Calle Mayor Alta,Perales de Tajuña,Community of Madrid,,210,40.23976071376279,-3.352500975839689,0,,,,,,
171625,L'Ametlla de Mar (Endesa),Plaça del Poligon Industrial 3,L'Ametlla de Mar,Tarragona,43860,210,40.89436,0.782735,0,,,,,,
171543, IONITY Trigueros Norte,A-49,Trigueros,Andalusia,21830,210,37.334130900090244,-6.789462857362196,0,https://ionity.eu,,,,,
171542,Ionity Trigueros Sur,,Trigueros,Andalusia,21830,210,37.33183632816231,-6.802677462599263,0,https://ionity.eu/,,,,A-49,
171519,Calle Salar,Calle Salar,Barrio de San Antonio,Granada,18300,210,37.15978434484148,-4.124414118986124,0,,,,,Casería del Arroyo,
171518,IBERDROLA - Hotel Air Penedes,,Vilafranca del Penedès,Catalonia,08730,210,41.33019278982519,1.6777162742043856,0,,,,,,
171480,Vilacarburants (Endesa X),"Avinguda del Vallès, 8",Llissá de Vall,Barcelona,08185,210,41.57353101271201,2.211324919221397,0,,RFID Endesa X or Endesa X JuicePass APP,800760255,,,
171450,Sercotel Boulevard,Sercotel Boulevard,,,1013,210,42.860591,-2.663331,0,,,+34 945 18 04 00,,,
171348,EndesaX GasExpress Valladolid IV,Avda. Zamora 51,Valladolid,Valladolid,,210,41.61944621231328,-4.735721730822547,0,,,,,,
171338,Est Recàrrega VE,"Jaume I, 35 ",Palautordera,Barcelona,08461,210,41.69604515717003,2.4404478514909442,0,,,,,,
171131,EndesaX - GasExpress 24h,Avenida Europa 15,La Vall d'Uixó,Valencian Community,12600,210,39.8114811729956,-0.2274255810006025,0,,,,,,
171121,Iberdrola Gratis,Calle Julio Romero De Torres 25,Lucena,Andalusia,14900,210,37.4088284624234,-4.485830688479382,0,,,,,Patking,
171061,Carrefour Majadahonda,Calle de las Moreras,Majadahonda,Community of Madrid,28222,210,40.4530962253489,-3.869201915484382,0,,Hay que llamar al guardia de seguridad,,,,
171021,EndesaX,Avenida de los hermanos Bou,Castellón de la Plana,Valencian Community,12100,210,39.97543983279047,-0.001994520878270123,0,,,,,,
171020,Iberdrola santa margdalena de polpis,Carrer d'Alcalà,Santa Magdalena de Polpís,Castellón,12597,210,40.35543930028092,0.30121675426539696,0,,,,,,
171019,Carrer Josep Maria Pericàs,Carrer Josep Maria Pericàs,Ripoll,Catalonia,17500,210,42.19031602094873,2.1963706604963136,0,,,,,,
171018,Endesa X,Ronda de Mar 30,Vilafranca del Penedès,Catalonia,08720,210,41.33506572445168,1.700360680202948,0,,,,,,
