IsRecentlyVerified,DateLastVerified,ID,UUID,DataProviderID,OperatorID,UsageTypeID,UsageCost,AddressInfo,Connections,NumberOfPoints,GeneralComments,StatusTypeID,DateLastStatusUpdate,DataQualityLevel,DateCreated,SubmissionStatusTypeID
true,2021-05-07T11:01:00Z,175295,C2347741-6859-45B1-A4ED-CE9F4F09A366,1,2247,4,0,175654|Hotel Denia Marriott La Sella 1||D\u00e9nia|Valencian Community|03737|210|38.80820894504831|0.07580241280038535|900 92 92 93|https://www.iberdrola.es/servicios/vehiculo-electrico/punto-recarga|0,271874|25|50|2|22|20|2,1,,50,2021-05-07T11:02:00Z,1,2021-05-07T11:01:00Z,200
true,2021-05-07T10:57:00Z,175294,AC680113-179B-41BE-B9C0-FDE408EABD29,1,2247,4,0.30 \u20ac/kWh,175653|Avenida Costa Blanca 1|Avenida Costa Blanca 1|Ondara|Alicante|03760|210|38.81820583495542|0.024432267816337117|900 92 92 93|https://www.iberdrola.es/servicios/vehiculo-electrico/punto-recarga|0,271871|33|50|3|50|30|2|271872|2|50|3|50|30|2|271873|25|50|2|43|2,4,,50,2021-05-07T11:02:00Z,1,2021-05-07T10:57:00Z,200
true,2021-05-07T10:51:00Z,175293,6ED80319-FCE3-41E7-A1E4-A520E0CC66D4,1,2247,4,0.30 \u20ac/kWh,175652|Cam\u00ed de Cabanes|Cam\u00ed de Cabanes|J\u00e1vea/X\u00e0bia|Valencian Community|03730|210|38.76586398417572|0.1809773986306027|900 92 92 93|https://www.iberdrola.es/servicios/vehiculo-electrico/punto-recarga|0,271868|33|50|3|50|30|1|271869|2|50|3|50|30|1|271870|25|50|2|43|1,2,,50,2021-05-07T11:02:00Z,1,2021-05-07T10:51:00Z,200
true,2021-05-03T12:45:00Z,175254,D3FC9F28-7118-4467-B9EA-27520C5B7627,1,1,6,Gratis,"175613|Mercadona Villanueva de G\u00e1llego|Calle Eulogio Osc\u00e1riz, 50830 Villanueva de G\u00e1llego, Zaragoza|Villanueva de G\u00e1llego|Aragon|50830|210|41.76192884246268|-0.8313788284365273|0",271772|25|50|2|16|400|11|20|1,1,,50,2021-05-03T15:30:00Z,1,2021-05-03T12:45:00Z,200
true,2021-05-03T12:40:00Z,175253,9AD7A168-8DE6-4212-8E7A-53E452E6816D,1,1,6,Gratis,175612|Mercadona Calatayud|Avenida Diputaci\u00f3n 13|Calatayud|Aragon|50300|210|41.3469092235533|-1.6418731228278602|0,271771|25|50|2|16|400|11|20|1,1,,50,2021-05-03T15:30:00Z,1,2021-05-03T12:40:00Z,200
true,2021-05-03T12:31:00Z,175252,E6A73EA6-D907-46A8-8580-B5935DE7710F,1,1,6,Gratis,175611|Avenida de Zaragoza|Avenida de Zaragoza|La Almunia de Do\u00f1a Godina|Aragon|50270|210|41.484294817256796|-1.3708405031021584|0,271770|25|50|2|16|400|11|20|1,1,,50,2021-05-03T15:31:00Z,1,2021-05-03T12:31:00Z,200
true,2021-05-03T12:25:00Z,175251,E95E4FEE-2935-453A-BE1E-C3C3AC6A5BCB,1,1,6,Gratis,175610|Mercadona Cuarte|Calle Emperador Domiciano|Cuarte de Huerva|Aragon|50410|210|41.59101787929171|-0.9440158350296315|0,271769|25|50|2|32|400|11|20|1,1,,50,2021-05-17T21:30:00Z,1,2021-05-03T12:25:00Z,200
true,2021-05-03T12:22:00Z,175250,AF39CC63-84B7-4374-9624-4B33CD5FB68F,1,1,6,Gratis,175609|Mercadona Torrero c/ Biescas|Calle Biescas|Zaragoza|Aragon|50007|210|41.62659699413274|-0.8924614253539858|Level -1 parking|0,271768|25|50|2|16|400|11|20|1,1,,50,2021-05-16T12:04:00Z,1,2021-05-03T12:22:00Z,200
true,2021-05-03T12:03:00Z,175249,D50FF643-45E3-4839-AB14-66F9D6495792,1,1,6,Gratis,175608|Mercadona Arzobispo Domenech|Calle del Arzobispo Domenech|Zaragoza|Aragon|50006|210|41.643872245827254|-0.8881876076293338|0,271767|25|50|2|16|400|11|20|1,1,,50,2021-05-07T07:29:00Z,1,2021-05-03T12:03:00Z,200
false,,175134,ED0789C5-9530-4A53-BA98-449CE30A9408,1,3371,4,,"175493|Hotel Braser\u00eda La Barca|N-431, km 113.5|Lepe|Andaluc\u00eda|210|37.283700669585585|-7.178580775972705|0",271467|33|50|3|100|30|2|271468|2|50|3|50|30|1|271469|25|50|2|32|400|22|20|1,1,,50,2021-04-28T22:26:00Z,1,2021-04-28T10:50:00Z,200
false,,175131,5ACF38F1-BCE9-45EA-B17F-EC925BF879D3,1,3377,1,,175490|Juneda - ETECNIC Charging Station|Carrer d'\u00c0ngel Guimer\u00e0 39|Juneda|Catalunya|25430|210|41.54765518063229|0.8288607844278886|+34977276952|https://evcharge.net/|0,271459|2|50|3|80|500|55.4|30|1|271460|33|50|3|80|500|55.4|30|1|271461|1036|50|3|63|400|44.3|20|1,1,,50,2021-05-23T19:01:00Z,1,2021-04-28T08:55:00Z,200
false,,175099,AF3DB63C-7641-4A84-8B22-472827B70555,1,3299,1,,"175458|IONITY El Hidalgo|A-4, km 193.6|Valdepe\u00f1as|13300|210|38.824602|-3.396888|0",271357|33|50|3|350|30,4,,50,2021-04-26T20:29:00Z,1,2021-04-26T13:21:00Z,200
false,,175098,6F45D548-9886-450D-8116-D779E3EC4D68,1,3299,1,,"175457|IONITY Vila Sana|A-2, km 489.525245 Vila-sana|Lleida|25245|210|41.643858|0.931523|0",271356|33|50|3|350|30|4,4,,50,2021-04-26T20:31:00Z,1,2021-04-26T13:19:00Z,200
false,,175093,DBE79C22-6F71-4623-8F07-3CA05C55EE46,1,3299,1,,"175452|IONITY Ariza Sur|A-2, Pk 197.2|Ariza|Zaragoza|50220|210|41.311297|-2.003104|0",271351|33|50|3|350|30,2,,50,2021-04-26T20:29:00Z,1,2021-04-26T13:04:00Z,200
false,,175092,70B7C4E9-E9C8-4245-89DE-7F982A0338D0,1,3299,1,,"175451|IONITY Ariza Norte|A-2, Pk 197.3|Ariza|Zaragoza|50220|210|41.312891|-2.001533|0",271350|33|50|3|350|30|4,4,,50,2021-04-26T20:41:00Z,1,2021-04-26T13:02:00Z,200
false,,175083,F16F059F-4560-46A1-9365-B5849D2AB973,1,3377,1,,"175442|Carrer Imperial Tarraco|Carrer Imperial Tarraco, 2|Catalunya|43770|210|41.10039787141554|0.6532031717595146|0",271341|25|50|2|31|400|21.5|20|1,1,,50,2021-04-26T12:17:00Z,1,2021-04-26T12:17:00Z,200
false,,175044,9F86C7D2-C18D-4E01-8854-00C95681D49F,1,3299,1,,175403|IONITY Imarcoain|AP-15 km 78|Imarcoain|31119|210|42.732379|-1.618726|0,271291|33|50|2|350,2,,50,2021-04-28T15:08:00Z,1,2021-04-25T14:56:00Z,200
false,,175042,FC28CCA7-A364-4F3E-A7CC-3143FA6CAD51,1,3299,1,,"175401|IONITY Pola de Lena Oeste|A-66, km 58,5Pola de Lena|Pola de Lena|33630|210|43.182007|-5.811178|0",271289|33|50|2|350,2,,50,2021-04-28T14:53:00Z,1,2021-04-25T14:43:00Z,200
false,,175027,5398BE8C-7BB3-4863-9A6D-D34B75E2FFBC,1,1,6,Gratis,"175386|Mercadona|Calle Miguel Servet, s/n|Cabanillas del Campo|Guadalajara|210|40.636253065869255|-3.225100923389732|0",271264|25|50|2|16|400|11|20|1|271265|0|50|1|Gratis,4,,50,2021-04-25T13:23:00Z,1,2021-04-24T15:14:00Z,200
false,,174962,46DD21BF-F4F6-4255-962C-B63E0978F54D,1,1,6,,"175320|Carretera de la Estaci\u00f3n 53|Urbanizaci\u00f3n Est\u00edbaliz |Pe\u00f1\u00edscola|Castell\u00f3n|12598|210|40.36639550727014|0.3923408142400149|+34646359277|mangmupe@gmail.com|Urbanizaci\u00f3n Privada, Solo recarga a clientes alojados |https://apartamentopremium.com/chalet-adosrdo-urb-estibaliz/|0",271135|28|50|2|16|230|3.6|10|1,1,,50,2021-04-21T08:08:00Z,1,2021-04-21T07:29:00Z,200
false,,174959,1E2CA57A-FA29-46F3-A43D-2EEBDA306ECE,1,1,6,,"175317|Carretera de la Estaci\u00f3n 53|Urbanizaci\u00f3n Est\u00edbaliz |Pe\u00f1\u00edscola|Castell\u00f3n|12598|210|40.36639550727014|0.3923408142400149|+34646359277|mangmupe@gmail.com|Urbanizaci\u00f3n Privada, Solo recarga a clientes alojados |https://apartamentopremium.com/chalet-adosrdo-urb-estibaliz/|0",,1,,50,2021-04-22T21:28:00Z,1,2021-04-21T07:29:00Z,200
false,,174948,99EC2548-1E20-42AE-ACCC-08B3331EDCAE,1,3377,1,,175307|Estaci\u00f3n de Servicio Porto-Gas (CEPSA)|34 Avinguda dels Benvinguts|Santany\u00ed|Illes Balears|07660|210|39.379818110773044|3.226946584813959||0,271107|2|50|3|41|500|28.4|30|1|271108|33|50|3|41|500|28.4|30|1|271109|25|50|2|41|400|22.2|20|1,2,,50,2021-04-20T09:05:00Z,1,2021-04-20T09:05:00Z,200
false,,174947,229ADAB5-ED92-4C92-AEC4-E6ECB1E8E7C6,1,3377,1,,175306|Estaci\u00f3n de Servicio Porto-Gas (CEPSA)|34 Avinguda dels Benvinguts|Santany\u00ed|Illes Balears|07660|210|39.379818110773044|3.226946584813959||0,271104|2|50|3|41|500|28.4|30|1|271105|33|50|3|41|500|28.4|30|1|271106|25|50|2|41|400|22.2|20|1,2,,50,2021-04-20T08:56:00Z,1,2021-04-20T08:56:00Z,200
false,,174944,C123332E-C324-435B-A4CA-FE28342DC3EB,1,3371,4,0.30 \u20ac/kWh,175303|Hotel Per\u00fa|Trujillo|Extremadura|10200|210|39.474991305863824|-5.858147842183712|0,271099|33|50|3|50|30|2|271100|2|50|3|50|30|2|271101|1036|50|2|43|2,4,,50,2021-04-20T08:15:00Z,1,2021-04-19T21:09:00Z,200
false,,174943,511FE272-DDBD-4B1E-B2A1-A5369AA8D042,1,3324,4,0.40 \u20ac/kWh,175302|Estepona|||Estepona|Andaluc\u00eda|29680|210|36.43441263298935|-5.160342078036933|0,271096|33|50|3|90|30|2|271097|2|50|3|90|30|2|271098|25|50|2|22|2,4,,50,2021-04-20T08:15:00Z,1,2021-04-19T21:01:00Z,200
false,,174934,0B3B97B4-D8E9-4C8E-A6CF-F8625523B6A4,1,3377,1,,175293|Carrer de V\u00edctor Balaguer|Carrer de V\u00edctor Balaguer|Sitges|Catalunya|08870|210|41.240043079298715|1.803033133871054||0,271077|25|INGETEAM|50|2|32|400|22.2|20|2,2,,50,2021-04-19T11:07:00Z,1,2021-04-19T11:07:00Z,200
false,,174872,92479260-CBEC-48D8-9E1E-A243A04C40E9,1,3377,1,,175231|SELBA EdRSR - Etecnic|Casal de joves|Xerta|Catalonia||210|40.90997785269511|0.48960472001294875|0,270974|25|SELBA|50|2|32|400|22.2|20|2,2,,50,2021-04-16T09:28:00Z,1,2021-04-16T09:28:00Z,200
false,,174870,23A4239E-BBB3-4044-8764-350E29406BD7,1,3377,1,,175229|SELBA EdRSR - Etecnic|Casal de joves|Xerta|Catalonia||210|40.90997785269511|0.48960472001294875|0,270971|25|SELBA|50|2|32|400|22.2|20|2,2,,50,2021-04-16T09:14:00Z,1,2021-04-16T09:14:00Z,200
false,,174869,3CEF9BD5-3D6C-4221-8749-F95FBB3A8C82,1,3377,1,,175228|SELBA EdRSR - Etecnic|Casal de joves|Xerta|Catalonia||210|40.90997785269511|0.48960472001294875|0,270970|25|SELBA|50|2|32|400|22.2|20|2,2,,50,2021-04-16T09:12:00Z,1,2021-04-16T09:12:00Z,200
false,,174832,5BCC8567-9B27-4E8A-9BE6-08AE34B327C6,1,2247,1,0.30,"175191|Iberdrola Sant Mateu|De La Pietat, 12|Sant Mateu|Castell\u00f3n |12170|210|40.466933316929214|0.18270647252313665|0",270908|33|50|3|50|30|2|270909|2|50|3|50|30|2|270910|1036|50|3|43|20|2,2,,50,2021-04-15T19:16:00Z,1,2021-04-14T14:21:00Z,200
false,,174634,6837D83B-BDE7-47A1-AE67-CA04B9BD954A,1,1,6,,"174993|Centro Porsche ZARAGOZA|C/Langa del Castillo, 8|Zaragoza|Zaragoza|50013|210|41.63632005622986|-0.8606615188398337|976 911 911 |http://www.porsche.es|0",270583|33|150|3|800|350|30|2|270584|1036|150|2|32|400|22|20|2,4,,150,2021-04-30T19:19:00Z,1,2021-04-09T18:26:00Z,200
false,,174633,FDA4B471-CDEE-4CEE-A379-905CF6521DF3,1,1,6,,"174992|Centro Porsche VIGO|Carretera de Madrid, 152|Vigo |Pontevedra|36318|210|42.21657324321606|-8.68761334751025|98 647 39 35|http://www.porsche.es|0",270581|33|150|3|800|350|30|2|270582|1036|150|2|32|400|22|20|2,4,,150,2021-04-30T18:35:00Z,1,2021-04-09T18:24:00Z,200
false,,174632,B2E63156-6F3F-439D-808D-D2ACA030209F,1,1,6,,174991|Centro Porsche VALENCIA|v|Quart de Poblet |Valencia|v|210|39.48064053665317|-0.4560578316243209|96 153 95 31|http://www.porsche.es|0,270579|33|150|3|800|350|30|2|270580|1036|150|2|32|400|22|20|2,4,,150,2021-04-30T19:19:00Z,1,2021-04-09T18:22:00Z,200
false,,174631,93B1212B-8736-46A2-925A-0795A6815C84,1,1,6,,"174990|Centro Porsche TENERIFE|C/ Carretera General del Rosario, 188|Taco |Santa Cruz de Tenerife|38108|210|28.446961659007926|-16.292066429503848|82 290 07 00|http://www.porsche.es|0",270577|33|50|3|800|350|30|2|270578|1036|50|2|32|400|22|20|1,2,,50,2021-04-09T18:19:00Z,1,2021-04-09T18:19:00Z,200
false,,174630,735D81F1-32E2-4346-9962-56025C338299,1,1,6,,174989|Centro Porsche SEVILLA|Av. Ruta de la Plata  3|Polg.ind. Parque Plata|Camas|Sevilla|41900|210|37.420691214721|-6.03056664243536|95 425 35 06|http://www.porsche.es|0,270575|33|150|3|800|350|30|2|270576|1036|150|2|32|400|22|20|2,4,,150,2021-04-30T19:19:00Z,1,2021-04-09T18:16:00Z,200
false,,174629,73EAFFD4-88FD-4EDA-B757-B153CFA2264A,1,1,6,,"174988|Centro Porsche PAMPLONA|Calle A, n\u00ba 38-40|Pol. Talluntxe 1  |Noain|Navarra|31110|210|42.76948440307942|-1.632739694159568|94 829 01 95|http://www.porsche.es|0",270573|33|150|3|800|350|30|2|270574|1036|150|2|32|400|22|20|2,2,,150,2021-04-30T18:42:00Z,1,2021-04-09T18:13:00Z,200
false,,174628,0D4FA45A-820C-4AFF-8411-294781A29F5F,1,1,6,,"174987|Centro Porsche MURCIA|Ctra. de Madrid, n\u00ba 384|El Espinardo|Murcia|30100|210|38.02387218689856|-1.163460257524548|96 885 93 46|http://www.porsche.es|0",270571|33|150|3|800|350|30|2|270572|1036|150|2|32|400|22|20|2,4,,150,2021-04-30T19:19:00Z,1,2021-04-09T18:09:00Z,200
false,,174627,C5A86F4A-0E93-4FE6-92D3-FD5E1E7AE469,1,1,6,,"174986|Centro Porsche MARBELLA|Ctra. Cadiz, Km. 175,3|Puerto Banus|M\u00e1laga|29660|210|36.49580106263579|-4.949930628898642|95 290 79 11|http://www.porsche.es|0",270569|33|50|3|800|350|30|2|270570|1036|50|2|32|400|22|20|2,4,,50,2021-04-09T18:06:00Z,1,2021-04-09T18:04:00Z,200
false,,174626,D6351BCB-8CA1-4F85-9E10-EC78D2645CE8,1,1,6,,"174985|Centro Porsche MARBELLA|Ctra. Cadiz, Km. 175,3|Puerto Banus|M\u00e1laga|29660|210|36.49580106263579|-4.949930628898642|95 290 79 11|http://www.porsche.es|0",270567|33|150|3|800|350|30|2|270568|1036|150|2|32|400|22|20|2,4,,150,2021-04-30T19:19:00Z,1,2021-04-09T18:04:00Z,200
false,,174625,20CEC88D-B2E8-4601-86D1-9C46B5DB7C3A,1,1,6,,"174984|Centro Porsche MADRID OESTE|C/ Ciruela, 5|P.E. Carrelero II|Majadahonda|Madrid|28220|210|40.45541624719556|-3.871293262927111|91 634 78 10|http://www.porsche.es|0",270565|33|150|3|800|350|30|2|270566|1036|150|2|32|400|22|20|2,4,,150,2021-04-30T19:20:00Z,1,2021-04-09T17:59:00Z,200
false,,174624,C92F7BC9-5A80-46A2-B915-250335B180DE,1,1,6,,"174983|Centro Porsche LAS PALMAS|C/ Eufemiano Fuentes Cabrera, 3|Miller Bajo| Las Palmas de Gran Canaria|Las Palmas|35014|210|28.099069542649517|-15.43754947181992|92 833 82 67|http://www.porsche.es|0",270563|33|50|3|800|350|30|1|270564|1036|50|2|32|400|22|20|1,2,,50,2021-04-09T17:55:00Z,1,2021-04-09T17:55:00Z,200
false,,174623,CD0E3B1C-B5BF-4F03-A532-BB607BB3D94E,1,1,6,,174982|Centro Porsche GIRONA|C/ De Lingen s/n|Pol\u00edgono Industrial La Maret|Salt |Girona|17190|210|41.96852089123141|2.7796853464387823|97 240 28 11|http://www.porsche.es|0,270561|33|150|3|800|350|30|2|270562|1036|150|2|32|400|22|20|2,4,,150,2021-04-30T19:19:00Z,1,2021-04-09T17:51:00Z,200
false,,174622,B737FAC4-D2F4-4F62-BA71-6E600FC5A9FD,1,1,6,,174981|Centro Porsche BILBAO|Crta.Bilbao-San Sebasti\u00e1n km5|Pgno.Aperribai|Galdacano|Vizcaya|48960|210|43.24458772421468|-2.8799066043309267|944 745 780  |http://www.porsche.es|0,270559|33|150|3|800|350|30|2|270560|1036|150|2|32|400|22|20|2,4,,150,2021-04-30T18:36:00Z,1,2021-04-09T17:47:00Z,200
